col,word,df,tf
4130,zip,4,4
4131,znews,2,2
4132,zone,2,2
4133,zungle,2,2
4134,zzinbombting,2,2
4135,z세대,2,2
4136,가격,33,33
4137,가격대,3,3
4138,가고,3,3
4139,가구,4,4
4140,가까,8,8
4141,가까운,6,6
4142,가끔씩,8,8
4143,가는,3,3
4144,가능,7,7
4145,가능성,2,2
4146,가능하도록,2,2
4147,가득,22,22
4148,가득한,4,4
4149,가든,6,6
4150,가든시어터,3,3
4151,가량,2,2
4152,가면,7,7
4153,가명,4,4
4154,가사,28,29
4155,가상,4,4
4156,가서,2,2
4157,가석방,5,5
4158,가수,240,254
4159,가수다2,2,2
4160,가수들,25,26
4161,가수로,16,16
4162,가수상,6,6
4163,가슴,5,5
4164,가오슝,19,20
4165,가온,48,51
4166,가온차트,25,25
4167,가온차트뮤직어워드,2,2
4168,가왕,2,2
4169,가요,14,14
4170,가요계,9,9
4171,가요대상,10,11
4172,가요대전,8,8
4173,가요대축제,4,4
4174,가요무대,2,2
4175,가요제,9,9
4176,가운데,10,10
4177,가을,19,23
4178,가이드,9,9
4179,가인,3,3
4180,가입,24,25
4181,가입비,5,5
4182,가입일로,3,3
4183,가입자,5,5
4184,가입제,4,4
4185,가입할,3,3
4186,가입해,4,4
4187,가입했으,2,2
4188,가장,76,79
4189,가전,3,3
4190,가전제품,3,3
4191,가정,15,15
4192,가제,2,2
4193,가졌,12,12
4194,가졌다,5,5
4195,가졌으,4,4
4196,가족,18,19
4197,가족돌봄아동,5,6
4198,가지,6,6
4199,가진,7,7
4200,가짜,3,3
4201,가창,6,6
4202,가창력,11,11
4203,가창해,3,3
4204,가처분,5,5
4205,가천대학교,2,2
4206,가치,15,15
4207,가황,2,2
4208,각각,48,48
4209,각국,3,3
4210,각별한,3,3
4211,각별히,2,2
4212,각오,2,2
4213,각인,3,3
4214,각자,11,11
4215,각종,8,8
4216,각주,3,3
4217,각지,13,13
4218,간다,4,4
4219,간다리아시티몰,2,2
4220,간식,2,3
4221,간의,3,3
4222,간접,2,2
4223,갈등,4,4
4224,갈라,3,3
4225,갈비뼈,2,2
4226,감각,2,2
4227,감각적인,2,2
4228,감독,15,15
4229,감동,9,9
4230,감동받았다,2,2
4231,감동시켰다,2,2
4232,감동적인,6,6
4233,감동한,3,3
4234,감동해,2,2
4235,감동했다,2,2
4236,감량,2,2
4237,감사,37,38
4238,감사패,3,3
4239,감사하,6,6
4240,감사하기,2,2
4241,감사합니,2,2
4242,감상,2,2
4243,감성,17,17
4244,감정,4,4
4245,감정선,2,2
4246,감천동,2,2
4247,감탄했다,2,2
4248,갑자기,3,3
4249,갓세븐,26,27
4250,강남,4,4
4251,강남구,6,8
4252,강남순,5,5
4253,강남스타일,51,53
4254,강다니엘,10,11
4255,강력한,8,8
4256,강렬한,4,4
4257,강릉,3,3
4258,강미나,3,3
4259,강민경,7,7
4260,강민주,2,2
4261,강민혁,5,5
4262,강성훈,4,4
4263,강세,2,2
4264,강심장,2,2
4265,강원,14,14
4266,강자,5,5
4267,강점,2,2
4268,강조,7,7
4269,강조하,2,2
4270,강조함,2,2
4271,강진,2,2
4272,강철부대,3,3
4273,강타,7,7
4274,강하게,5,5
4275,강한,19,19
4276,강해,2,2
4277,강호동,2,2
4278,강화,4,4
4279,강화군,2,3
4280,강화하,4,4
4281,갖고,8,8
4282,갖는다,3,3
4283,갖추,3,3
4284,갖춘,4,4
4285,갖췄,2,2
4286,같다,7,7
4287,같았,2,2
4288,같은,131,132
4289,같이,4,4
4290,개그맨,2,2
4291,개그콘서트,6,6
4292,개런티,4,4
4293,개로,2,2
4294,개를,3,3
4295,개막,19,19
4296,개막공연,2,2
4297,개막식,13,13
4298,개막일,2,2
4299,개막한,2,2
4300,개막해,2,2
4301,개발,5,5
4302,개방,4,4
4303,개별,18,18
4304,개별로,2,2
4305,개별적,2,2
4306,개봉,36,37
4307,개봉일,3,3
4308,개봉한,7,7
4309,개봉해,7,7
4310,개봉했으,6,6
4311,개사해,3,3
4312,개선,7,7
4313,개설,60,60
4314,개설됐으,2,2
4315,개설되었으,3,3
4316,개설된,4,4
4317,개설한,3,3
4318,개설해,9,9
4319,개설했,3,3
4320,개설했으,3,3
4321,개성,4,4
4322,개시,11,11
4323,개의,2,2
4324,개인,106,113
4325,개인사,2,2
4326,개인적,5,5
4327,개인적인,2,2
4328,개장,6,6
4329,개점,2,2
4330,개최,252,252
4331,개최되,8,8
4332,개최된,8,8
4333,개최된다,2,2
4334,개최될,2,2
4335,개최지,4,4
4336,개최하,11,11
4337,개최한,8,8
4338,개최한다,32,32
4339,개최할,10,10
4340,개최함,3,3
4341,개최해,22,22
4342,개최해왔,3,3
4343,개최했,4,4
4344,개최했다,8,8
4345,개최했으,18,18
4346,개코,10,10
4347,개통,5,7
4348,개편,3,3
4349,객석,12,12
4350,갤러리,3,3
4351,갤럭시,11,13
4352,갤럭시코퍼레이션,5,5
4353,갤럽,2,2
4354,갤럽코리아,4,4
4355,갱신,5,5
4356,갸루,2,3
4357,거대한,4,4
4358,거두면,2,2
4359,거둔,3,3
4360,거뒀,3,3
4361,거듭하,2,2
4362,거래,9,9
4363,거래되,4,4
4364,거래될,6,6
4365,거래액,2,3
4366,거리,6,7
4367,거미,64,68
4368,거슬러,3,3
4369,거야,2,2
4370,거의,10,10
4371,거점,3,3
4372,거제,14,16
4373,거제시,5,7
4374,거주,4,4
4375,거지,3,3
4376,거짓말,5,5
4377,거쳐,22,22
4378,거쳤,2,2
4379,거치,3,3
4380,거침없,2,2
4381,걱정,6,6
4382,건강,13,13
4383,건강기능식품,8,9
4384,건강취약계층,3,3
4385,건강하,2,2
4386,건강한,5,5
4387,건넨,2,2
4388,건립,6,6
4389,건물,3,3
4390,건을,20,20
4391,건의,4,4
4392,건축,2,2
4393,건축학개론,2,2
4394,건호,2,2
4395,걸고,3,3
4396,걸그룹,115,123
4397,걸그룹이,2,2
4398,걸려,2,2
4399,걸맞,3,3
4400,걸밴드,3,3
4401,걸스데,2,2
4402,걸스카우트,3,3
4403,걸음,2,2
4404,걸쳐,19,19
4405,걸친,7,7
4406,걸프뉴스,3,3
4407,검색,8,8
4408,검색량,2,2
4409,검색어,7,7
4410,검증된,4,4
4411,검토,3,3
4412,것과,3,3
4413,것보,3,3
4414,것에,10,10
4415,것으,88,88
4416,것이라,5,5
4417,것처럼,3,3
4418,게릴라,4,4
4419,게스,8,10
4420,게스트,74,75
4421,게시,19,19
4422,게시글,6,6
4423,게시돼,2,2
4424,게시물,30,32
4425,게시판,10,11
4426,게시하,2,2
4427,게시해,3,3
4428,게이오,2,2
4429,게임,101,108
4430,게임기,2,2
4431,게임업계,2,2
4432,게임즈,3,3
4433,게재,87,87
4434,게재되었,2,2
4435,게재된,3,3
4436,게재하,3,3
4437,게재함,7,7
4438,게재해,8,8
4439,게재했다,2,2
4440,게타,2,2
4441,겐과,4,4
4442,겨냥한,6,6
4443,겨냥해,3,4
4444,겨울,17,17
4445,격려,6,6
4446,겪는,7,7
4447,겪어,2,2
4448,겪은,2,2
4449,견고한,3,3
4450,견과류,2,2
4451,견뎌온,2,2
4452,견인,4,4
4453,견인하,3,3
4454,결과,12,12
4455,결국,10,10
4456,결별,4,4
4457,결성,17,18
4458,결성되었,2,2
4459,결성된,5,5
4460,결성한,6,6
4461,결성해,5,5
4462,결성했,2,2
4463,결속,10,10
4464,결속력,13,13
4465,결승,3,3
4466,결정,15,15
4467,결정됐다,4,4
4468,결정하,2,2
4469,결정했다,3,3
4470,결제,3,4
4471,결집,4,4
4472,결집력,6,6
4473,결코,2,2
4474,결합된,3,3
4475,결합한,5,5
4476,결합해,4,4
4477,결혼,14,15
4478,결혼식,8,8
4479,결혼해줘,2,2
4480,결혼했어요,3,3
4481,겹경사,2,2
4482,겹쳐,3,3
4483,겹치,4,4
4484,경계,2,2
4485,경기,57,60
4486,경기남부,4,4
4487,경기장,16,18
4488,경남,16,17
4489,경도,4,4
4490,경력,21,22
4491,경로,3,3
4492,경매,4,5
4493,경북,14,14
4494,경북대학교,3,3
4495,경상남,3,3
4496,경상북,3,3
4497,경신,16,16
4498,경신했다,2,2
4499,경연,10,11
4500,경우,3,3
4501,경위,2,2
4502,경유,4,4
4503,경쟁,16,16
4504,경쟁하,2,2
4505,경제,16,17
4506,경제매체,2,2
4507,경제적,7,7
4508,경제효,3,3
4509,경제효과,7,7
4510,경주,4,4
4511,경찰,13,13
4512,경찰수업,4,4
4513,경쾌한,2,2
4514,경탁주,3,3
4515,경품,2,2
4516,경향신문,3,3
4517,경험,12,12
4518,경희대,2,2
4519,곁을,2,2
4520,계기,40,42
4521,계보,3,3
4522,계속,11,11
4523,계속된,2,2
4524,계약,90,97
4525,계약해,6,6
4526,계열,30,31
4527,계절,2,2
4528,계정,34,39
4529,계획,17,17
4530,계획이라,5,5
4531,고가,7,7
4532,고객,6,6
4533,고교,4,4
4534,고두막한,2,2
4535,고등래퍼3,4,4
4536,고등학교,2,2
4537,고려대,12,12
4538,고려대의료원,2,2
4539,고려대학교,3,3
4540,고려인,2,2
4541,고령,2,2
4542,고마워,3,3
4543,고마웠습니,7,7
4544,고막남친,4,4
4545,고맙,3,3
4546,고문,3,3
4547,고민,3,3
4548,고백,5,5
4549,고백하,2,2
4550,고백했다,2,2
4551,고베,12,13
4552,고별,10,10
4553,고생,2,2
4554,고성,2,2
4555,고액,2,2
4556,고액기부자클럽,2,2
4557,고양,14,14
4558,고양시,2,2
4559,고양아람누리,3,3
4560,고양종합운동장,14,14
4561,고운세상코스메틱,4,4
4562,고유,3,3
4563,고은아,2,2
4564,고음,2,2
4565,고인,3,3
4566,고잉,3,3
4567,고정,36,41
4568,고척돔,2,2
4569,고척스카이돔,15,16
4570,고통받,2,2
4571,고향,58,62
4572,고향사랑기부금,2,2
4573,고향사랑기부제,3,3
4574,고향인,22,22
4575,곡까지,2,2
4576,곡들,9,9
4577,곡마,2,2
4578,곡에,6,6
4579,곡으,16,16
4580,곡은,17,17
4581,곡을,37,38
4582,곡의,9,9
4583,곡이,26,26
4584,곡이라,2,2
4585,곤호,2,2
4586,곧바,2,2
4587,골드,15,16
4588,골드미스,2,2
4589,골든,3,3
4590,골든디스크,27,29
4591,골든디스크어워드,2,2
4592,골든디스크어워즈,10,10
4593,골든스테이트,3,3
4594,골프,2,2
4595,곳에,3,3
4596,공간,11,11
4597,공감,7,7
4598,공개,292,297
4599,공개됐,2,2
4600,공개됐다,3,3
4601,공개되,10,10
4602,공개되었,3,3
4603,공개되었으,2,2
4604,공개되지,2,2
4605,공개된,22,22
4606,공개될,3,3
4607,공개적,2,2
4608,공개하,12,12
4609,공개한,11,11
4610,공개한다,5,5
4611,공개해,13,13
4612,공개했,11,11
4613,공개했다,17,17
4614,공개했으,15,15
4615,공고히,2,2
4616,공공,4,4
4617,공공기관,2,2
4618,공동,45,47
4619,공동구매,2,2
4620,공략,8,8
4621,공로,8,8
4622,공모,2,2
4623,공모전,3,3
4624,공백,14,14
4625,공부,2,2
4626,공생원,3,3
4627,공식,608,658
4628,공식색,5,5
4629,공식적,7,7
4630,공연,925,1037
4631,공연기획사,2,2
4632,공연들,2,2
4633,공연시장,4,4
4634,공연에서,6,6
4635,공연예술센터,3,3
4636,공연이,3,3
4637,공연이라,7,7
4638,공연이었,6,6
4639,공연이었다,2,2
4640,공연이자,2,2
4641,공연장,56,58
4642,공연장에서,2,2
4643,공연하,7,7
4644,공연한,6,6
4645,공연한다,13,13
4646,공연할,2,2
4647,공연해,2,2
4648,공연했,3,3
4649,공연했다,12,12
4650,공연했으,9,9
4651,공영방송,3,3
4652,공원,2,2
4653,공유,15,15
4654,공유하,4,4
4655,공유해,3,3
4656,공유했다,2,2
4657,공익,10,10
4658,공익광,2,2
4659,공익활동,2,2
4660,공존하,2,2
4661,공주,2,2
4662,공지,36,36
4663,공포영화,2,2
4664,공항,7,8
4665,과거,23,23
4666,과도한,4,4
4667,과시,2,2
4668,과의,2,2
4669,과자,4,4
4670,과정,25,25
4671,과천,4,5
4672,관객,195,204
4673,관객들,49,49
4674,관객석,3,3
4675,관객수,4,4
4676,관계,15,15
4677,관계자,2,2
4678,관계자들,2,2
4679,관광,45,47
4680,관광객,12,13
4681,관광대사,3,4
4682,관광지,5,5
4683,관광청,4,4
4684,관람,15,15
4685,관람객,4,4
4686,관람권,3,3
4687,관람평,2,2
4688,관람하,2,2
4689,관람해,2,2
4690,관람했다,2,2
4691,관련해,6,6
4692,관리,8,8
4693,관리하,2,2
4694,관방송,2,2
4695,관세청,3,3
4696,관심,35,35
4697,관절,2,2
4698,관중,8,8
4699,관행,2,2
4700,괄사,2,2
4701,광고,491,578
4702,광고계,5,5
4703,광고료,2,2
4704,광고모델,65,68
4705,광고비,4,4
4706,광고업계,2,2
4707,광고음악,3,3
4708,광동제약,2,2
4709,광둥어,2,2
4710,광명시,3,3
4711,광복,2,2
4712,광복절,2,2
4713,광장,2,2
4714,광주,43,47
4715,광주광역시,2,2
4716,광화문,2,2
4717,광화문연,2,2
4718,괜찮아,7,8
4719,괴롭힘,2,2
4720,괴리,2,2
4721,굉장히,2,2
4722,교감,5,5
4723,교과서,3,3
4724,교류,9,9
4725,교민,3,3
4726,교복,6,6
4727,교세라돔,6,7
4728,교수,3,3
4729,교육,5,5
4730,교육부,2,2
4731,교차,8,8
4732,교체,2,2
4733,교토,3,3
4734,교통,2,2
4735,교통사고,2,2
4736,구간,5,5
4737,구곡,2,2
4738,구구단,2,2
4739,구글,4,5
4740,구기자,2,2
4741,구독자,79,85
4742,구독자수,2,3
4743,구르미,3,3
4744,구름,4,4
4745,구매,21,21
4746,구매력,3,3
4747,구매자,4,4
4748,구매한,3,3
4749,구미,3,3
4750,구분,4,4
4751,구사,2,2
4752,구사하,3,3
4753,구성,12,12
4754,구성돼,2,2
4755,구성되었,2,2
4756,구성된,13,13
4757,구역,4,4
4758,구원자,2,2
4759,구인구직,2,2
4760,구입비,2,2
4761,구조,15,15
4762,구준회,4,4
4763,구찌,11,13
4764,구체적,3,3
4765,구필수,3,3
4766,구하기,3,3
4767,구하지,3,3
4768,구현하,2,2
4769,구호,10,11
4770,국가,20,21
4771,국가적,2,2
4772,국경,3,3
4773,국기,8,9
4774,국내,128,135
4775,국내외,21,21
4776,국립경기장,12,12
4777,국무원,2,2
4778,국무총리,2,2
4779,국민,11,11
4780,국민가수,7,7
4781,국민은행,3,3
4782,국민투표,2,2
4783,국방부,2,2
4784,국빈,3,3
4785,국어,2,2
4786,국적,11,11
4787,국제,18,18
4788,국제공항,2,2
4789,국제구호개발,4,4
4790,국제구호단체,2,2
4791,국제농업박람회,4,4
4792,국제뉴스,2,2
4793,국제적,8,8
4794,국회,2,2
4795,군무,2,2
4796,군복무,4,4
4797,군악대,3,4
4798,군에,2,2
4799,군주,4,4
4800,굳건한,2,2
4801,굳혔,2,2
4802,굿네이버스,3,3
4803,굿데,7,8
4804,굿즈,40,41
4805,궁전,2,2
4806,궂은,2,2
4807,권은비,44,45
4808,권정열,9,9
4809,권지용,4,4
4810,권한,2,2
4811,귀궁,4,4
4812,귀엽,2,2
4813,귀요미,2,2
4814,귀향,6,7
4815,귀환,5,5
4816,규모,116,121
4817,규모였,2,2
4818,규정,2,2
4819,규현,9,10
4820,균형,2,2
4821,그가,32,32
4822,그간,5,5
4823,그게,4,4
4824,그날,4,4
4825,그냥,4,4
4826,그녀,41,46
4827,그는,13,13
4828,그늘,2,2
4829,그대,21,21
4830,그댄,2,2
4831,그동안,7,7
4832,그때,6,6
4833,그땐,2,2
4834,그라비티,2,2
4835,그라운드,2,2
4836,그라펜,2,2
4837,그라프,2,3
4838,그랑프리,2,2
4839,그래,3,3
4840,그래미,4,5
4841,그래픽,3,3
4842,그랜드,5,5
4843,그랜드슬램,4,4
4844,그랜드큐브,2,2
4845,그랬으면,2,2
4846,그런,2,2
4847,그럼,3,3
4848,그렇게,4,5
4849,그레,2,2
4850,그룹,366,387
4851,그룹들,6,6
4852,그룹명,12,12
4853,그룹부문,2,2
4854,그룹상,2,2
4855,그룹으로,7,7
4856,그룹홈,2,2
4857,그를,40,41
4858,그리,15,15
4859,그리울,2,2
4860,그리움,5,5
4861,그리워,3,4
4862,그린,10,10
4863,그린노블클럽,2,2
4864,그림,2,2
4865,그림자,2,2
4866,그에,2,2
4867,그윈플렌,4,4
4868,그의,92,94
4869,그저,2,2
4870,그중,2,2
4871,그해,15,15
4872,극단적,2,2
4873,극도,3,3
4874,극복,3,3
4875,극본,2,2
4876,극심한,4,4
4877,극장,32,34
4878,극장가,2,2
4879,극장용,3,3
4880,극장판,3,3
4881,극중,4,4
4882,극찬,6,6
4883,극찬하,2,2
4884,근거,14,14
4885,근데,2,2
4886,근소한,2,2
4887,근절,4,4
4888,근접,2,2
4889,근접했으,2,2
4890,근황,19,19
4891,글래스턴베리,5,5
4892,글로벌,253,275
4893,글로벌200,5,5
4894,글로벌판,2,2
4895,글로브,3,3
4896,글을,6,6
4897,글이,16,16
4898,금당면,2,2
4899,금발,2,2
4900,금성,2,3
4901,금성미라클tv,2,2
4902,금수저,3,3
4903,금액,3,3
4904,금요일,3,3
4905,금융,12,12
4906,금융권,4,4
4907,금지,2,2
4908,금지곡,3,3
4909,금토드라마,4,4
4910,급상승,5,5
4911,급식봉사,2,2
4912,급증,5,5
4913,급증했,3,3
4914,급증했다,6,6
4915,급증했으,3,3
4916,긍정적,5,5
4917,기간,57,58
4918,기관,2,2
4919,기금,10,10
4920,기기,2,2
4921,기네스,11,13
4922,기네스북,5,5
4923,기념,164,164
4924,기념사진,2,2
4925,기념일,3,3
4926,기념일마,3,3
4927,기념하,8,8
4928,기념한,6,6
4929,기념해,80,80
4930,기념행사,4,4
4931,기능,3,3
4932,기능성,6,6
4933,기다려온,4,4
4934,기다려준,7,7
4935,기다렸,4,4
4936,기다리,5,5
4937,기다린,2,2
4938,기다림,4,4
4939,기대,17,17
4940,기대감,14,14
4941,기대된,3,3
4942,기대된다,3,3
4943,기대한다,2,2
4944,기록,613,640
4945,기록돼,8,8
4946,기록됐,2,2
4947,기록되,2,2
4948,기록이,5,5
4949,기록이었,4,4
4950,기록이자,2,2
4951,기록적인,3,3
4952,기록하,31,31
4953,기록한,6,6
4954,기록함,5,5
4955,기록해,36,36
4956,기록했,41,42
4957,기록했다,41,41
4958,기록했으,28,28
4959,기리,2,2
4960,기리보,2,2
4961,기립박수,3,3
4962,기반,39,39
4963,기본,2,2
4964,기부,214,235
4965,기부금,20,23
4966,기부문화,2,2
4967,기부액,5,5
4968,기부요정,2,2
4969,기부자,4,4
4970,기부하,26,26
4971,기부하기,4,4
4972,기부하자,3,3
4973,기부한,6,6
4974,기부해,17,17
4975,기부해왔,4,4
4976,기부했,8,8
4977,기부했다,6,6
4978,기부했으,25,25
4979,기분,2,2
4980,기쁘,3,3
4981,기쁨,3,3
4982,기사,344,348
4983,기사화,3,3
4984,기세,2,2
4985,기수,4,4
4986,기수별,2,2
4987,기수제,5,5
4988,기술,3,3
4989,기술함,11,11
4990,기아,7,8
4991,기아대책,3,3
4992,기아자동차,4,4
4993,기억,7,7
4994,기억상실,2,2
4995,기업,19,19
4996,기여,20,20
4997,기여하,3,3
4998,기여한,5,5
4999,기여했다,3,3
5000,기용,26,26
5001,기용되,2,2
5002,기용한,8,8
5003,기용해,16,16
5004,기용했,2,2
5005,기원,3,3
5006,기자회견,4,4
5007,기재,12,12
5008,기적,10,10
5009,기존,34,34
5010,기준,179,185
5011,기준으로,2,2
5012,기증한,2,2
5013,기증했으,2,2
5014,기타,3,3
5015,기타리스트,5,5
5016,기탁,6,6
5017,기탁하,5,5
5018,기탄교육,2,2
5019,기탄수학,2,2
5020,기현,12,13
5021,기회,9,10
5022,기획,20,20
5023,기획된,2,2
5024,기획사,12,12
5025,기획상,2,2
5026,기획한,7,7
5027,기획해,2,2
5028,기후위기,2,3
5029,긴장,2,2
5030,긴장감,2,2
5031,길을,4,4
5032,김국진,2,2
5033,김도연,3,3
5034,김동률,42,49
5035,김범수,5,5
5036,김보성,2,2
5037,김세정,14,17
5038,김소혜,2,2
5039,김수현,2,2
5040,김연아,3,3
5041,김연자,31,31
5042,김완선,2,2
5043,김용준,5,6
5044,김윤주,2,2
5045,김이나,2,2
5046,김장훈,2,2
5047,김재덕,8,9
5048,김재중,71,73
5049,김재환,2,2
5050,김정일,3,3
5051,김제,2,2
5052,김종국,2,2
5053,김준수,7,7
5054,김지훈,2,2
5055,김진호,7,8
5056,김진환,3,3
5057,김채원,5,5
5058,김천시,4,4
5059,김치,2,2
5060,김태우,4,4
5061,김태호,5,5
5062,김하온,3,3
5063,김해,3,3
5064,김형,2,2
5065,김혜수,2,2
5066,김혜윤,4,5
5067,김혜자,2,2
5068,김호중,38,44
5069,김희철,5,5
5070,깊다,3,3
5071,깊었다,2,2
5072,깊은,13,13
5073,깊이,4,4
5074,까르띠,6,6
5075,까지,27,27
5076,깜짝,38,39
5077,깨고,3,3
5078,꺼내,4,4
5079,꼬띠,6,6
5080,꼬리,2,4
5081,꼰대인턴,3,3
5082,꼽아,3,3
5083,꼽았,5,5
5084,꼽으,7,7
5085,꼽혔,7,7
5086,꼽혔다,2,2
5087,꼽히,4,4
5088,꼽힌,13,13
5089,꼽힌다,2,2
5090,꽃다발,2,2
5091,꽃신,2,2
5092,꽃이,2,2
5093,꾀했,2,2
5094,꾸몄,6,6
5095,꾸몄으,2,2
5096,꾸미,4,4
5097,꾸준한,19,19
5098,꾸준히,44,44
5099,꿈꾸,3,3
5100,꿈꾼,2,2
5101,꿈속,2,2
5102,꿈에,3,3
5103,꿈이,2,2
5104,끊이지,2,2
5105,끌어모으,2,2
5106,끌어올렸,3,3
5107,끌어올렸다,2,2
5108,끌었으,2,2
5109,끝까지,6,6
5110,끝난,3,3
5111,끝내,2,2
5112,끝에,18,18
5113,끝으,6,6
5114,끝의,4,4
5115,끝판왕,2,2
5116,나고야,8,8
5117,나눈,3,3
5118,나눔,29,32
5119,나눔리더스,2,2
5120,나눔리더스클럽,2,2
5121,나눠,2,2
5122,나눴,6,6
5123,나눴다,2,2
5124,나뉘어,3,3
5125,나는,27,28
5126,나는가수,3,3
5127,나도,4,4
5128,나라,8,9
5129,나라사랑카드,2,2
5130,나란히,16,16
5131,나랑드사이,3,3
5132,나를,4,4
5133,나마네카드,4,4
5134,나만,3,3
5135,나만봉,4,4
5136,나머지,2,2
5137,나무,11,12
5138,나무꾼,2,2
5139,나무위키,124,128
5140,나무증권,3,3
5141,나서,6,6
5142,나선,9,9
5143,나선다,3,3
5144,나섰,20,20
5145,나섰다,2,2
5146,나스,2,2
5147,나시오날,3,3
5148,나야,3,3
5149,나얼,37,44
5150,나연,7,8
5151,나오,2,2
5152,나온,11,11
5153,나올,6,6
5154,나와,5,5
5155,나왔,21,22
5156,나왔다,3,3
5157,나우,2,2
5158,나의,21,21
5159,나이,6,6
5160,나이키,11,12
5161,나이트,2,2
5162,나인,3,3
5163,나잇,2,2
5164,나카노,2,2
5165,나타나,5,5
5166,나타난,2,2
5167,나타났,7,7
5168,나타리,6,6
5169,나탈리,6,6
5170,나훈아,34,39
5171,나흘,2,2
5172,나흘간,5,5
5173,낙원,2,2
5174,낙점,3,3
5175,날씨,2,2
5176,날짜,7,7
5177,남겼,19,19
5178,남겼다,4,4
5179,남구,6,6
5180,남기,3,3
5181,남긴,5,5
5182,남녀,2,2
5183,남다른,3,3
5184,남매,2,2
5185,남미,10,10
5186,남북,3,4
5187,남성,27,30
5188,남아,4,5
5189,남아공,6,7
5190,남아프리카공화국,2,2
5191,남았다,4,4
5192,남우조연상,2,2
5193,남은,3,3
5194,남자,38,38
5195,남자들,9,9
5196,남주,6,6
5197,남친,2,2
5198,남편,14,14
5199,남편인,2,2
5200,났다,2,2
5201,낭독,2,2
5202,낮과,2,2
5203,낮은,4,4
5204,낯선,2,2
5205,낳는,2,2
5206,낳았,4,4
5207,내가,6,6
5208,내건,6,6
5209,내걸,3,3
5210,내게,4,4
5211,내고,2,2
5212,내내,12,12
5213,내년,6,6
5214,내놓,2,2
5215,내레이션,3,3
5216,내려,6,6
5217,내리,2,2
5218,내세운,6,6
5219,내세웠,3,3
5220,내셔널지오그래픽,2,2
